"fact_id","time_id","fault_label","condition_id","shaft_rpm","engine_load","fuel_flow","air_pressure","ambient_temp","oil_temp","oil_pressure","vibration_x","vibration_y","vibration_z","cyl1_pressure","cyl1_exhaust_temp","cyl2_pressure","cyl2_exhaust_temp","cyl3_pressure","cyl3_exhaust_temp","cyl4_pressure","cyl4_exhaust_temp","sfoc","load_factor"
"10144",46,0,1,"996.67","66.04","135.50","1.16","23.23","82.27","3.19","0.06","0.0361","0.0413","154.67","439.19","121.03","396.67","153.77","399.66","144.94","380.11","2.05","0.66"
"10145",139,6,1,"965.56","77.98","126.98","0.57","27.51","81.68","3.01","0.07","0.0639","0.0671","135.11","421.06","129.15","450.43","168.73","405.33","150.06","419.00","1.63","0.78"
"10146",46,6,1,"965.56","77.98","126.98","0.57","27.51","81.68","3.01","0.07","0.0639","0.0671","135.11","421.06","129.15","450.43","168.73","405.33","150.06","419.00","1.63","0.78"
"10147",139,0,1,"870.03","56.48","106.38","1.22","35.42","74.78","3.70","0.10","0.0750","0.0517","137.02","418.12","122.43","349.99","145.42","412.95","138.91","356.04","1.88","0.56"
"10148",46,0,1,"870.03","56.48","106.38","1.22","35.42","74.78","3.70","0.10","0.0750","0.0517","137.02","418.12","122.43","349.99","145.42","412.95","138.91","356.04","1.88","0.56"
"10149",139,4,1,"905.65","50.53","127.68","1.17","26.68","77.81","3.23","0.37","0.4377","0.0915","165.47","406.09","134.78","365.18","146.97","481.97","146.12","438.29","2.53","0.51"
"10150",46,4,1,"905.65","50.53","127.68","1.17","26.68","77.81","3.23","0.37","0.4377","0.0915","165.47","406.09","134.78","365.18","146.97","481.97","146.12","438.29","2.53","0.51"
"10151",139,0,1,"964.16","57.22","125.51","1.15","31.64","83.49","2.75","0.05","0.0186","0.0639","128.45","422.65","142.21","429.42","142.36","439.01","149.47","397.30","2.19","0.57"
"10152",46,0,1,"964.16","57.22","125.51","1.15","31.64","83.49","2.75","0.05","0.0186","0.0639","128.45","422.65","142.21","429.42","142.36","439.01","149.47","397.30","2.19","0.57"
"10153",139,4,1,"898.57","56.82","126.07","1.30","24.02","89.80","2.71","0.32","0.4218","0.0556","140.91","443.64","151.86","383.34","149.41","453.96","141.31","446.30","2.22","0.57"
"10154",46,4,1,"898.57","56.82","126.07","1.30","24.02","89.80","2.71","0.32","0.4218","0.0556","140.91","443.64","151.86","383.34","149.41","453.96","141.31","446.30","2.22","0.57"
"10155",139,0,1,"972.71","67.97","127.13","1.19","29.73","84.41","3.78","0.05","0.0326","0.0720","134.57","446.84","150.80","382.88","131.54","418.77","156.45","367.19","1.87","0.68"
"10156",46,0,1,"972.71","67.97","127.13","1.19","29.73","84.41","3.78","0.05","0.0326","0.0720","134.57","446.84","150.80","382.88","131.54","418.77","156.45","367.19","1.87","0.68"
"10157",139,0,1,"1038.68","72.22","142.70","1.22","25.24","80.39","3.37","0.07","0.0625","0.0415","153.23","392.40","143.32","392.51","149.24","374.58","144.48","390.63","1.98","0.72"
"10158",46,0,1,"1038.68","72.22","142.70","1.22","25.24","80.39","3.37","0.07","0.0625","0.0415","153.23","392.40","143.32","392.51","149.24","374.58","144.48","390.63","1.98","0.72"
"10159",139,4,1,"935.97","80.76","115.15","1.22","34.78","85.47","2.64","0.45","0.2949","0.0448","155.24","453.76","142.64","426.29","136.61","482.35","134.12","464.30","1.43","0.81"
"10160",46,4,1,"935.97","80.76","115.15","1.22","34.78","85.47","2.64","0.45","0.2949","0.0448","155.24","453.76","142.64","426.29","136.61","482.35","134.12","464.30","1.43","0.81"
"10161",139,0,1,"883.55","75.15","163.40","1.10","19.98","80.11","3.64","0.06","0.0439","0.0736","155.57","411.18","158.35","422.28","146.41","390.16","152.79","381.14","2.17","0.75"
"10162",46,0,1,"883.55","75.15","163.40","1.10","19.98","80.11","3.64","0.06","0.0439","0.0736","155.57","411.18","158.35","422.28","146.41","390.16","152.79","381.14","2.17","0.75"
"10163",139,1,1,"970.10","70.85","130.91","1.11","24.15","80.41","2.99","0.10","0.0191","0.0781","161.74","448.20","148.08","398.77","146.83","456.74","148.88","424.84","1.85","0.71"
"10164",46,1,1,"970.10","70.85","130.91","1.11","24.15","80.41","2.99","0.10","0.0191","0.0781","161.74","448.20","148.08","398.77","146.83","456.74","148.88","424.84","1.85","0.71"
"10165",139,5,1,"939.48","63.52","120.37","1.17","24.09","91.23","1.46","0.02","0.0541","0.0571","153.65","365.16","150.33","382.53","146.18","431.03","156.30","443.89","1.89","0.64"
"10166",46,5,1,"939.48","63.52","120.37","1.17","24.09","91.23","1.46","0.02","0.0541","0.0571","153.65","365.16","150.33","382.53","146.18","431.03","156.30","443.89","1.89","0.64"
"10167",139,0,1,"989.07","72.20","137.96","1.24","29.88","79.88","3.72","0.01","0.0517","0.0785","137.50","390.66","160.25","406.53","140.55","422.81","135.72","455.43","1.91","0.72"
"10168",46,0,1,"989.07","72.20","137.96","1.24","29.88","79.88","3.72","0.01","0.0517","0.0785","137.50","390.66","160.25","406.53","140.55","422.81","135.72","455.43","1.91","0.72"
"10169",139,7,1,"870.87","74.28","135.90","1.12","26.90","76.36","1.76","0.05","0.0806","0.5599","157.59","510.73","143.86","433.88","173.05","471.16","156.00","429.67","1.83","0.74"
"10170",46,7,1,"870.87","74.28","135.90","1.12","26.90","76.36","1.76","0.05","0.0806","0.5599","157.59","510.73","143.86","433.88","173.05","471.16","156.00","429.67","1.83","0.74"
"10171",139,0,1,"977.52","56.86","124.94","1.27","23.13","71.09","3.81","0.05","0.0362","0.1076","149.37","378.83","150.38","389.01","137.15","472.75","145.70","397.25","2.20","0.57"
"10172",46,0,1,"977.52","56.86","124.94","1.27","23.13","71.09","3.81","0.05","0.0362","0.1076","149.37","378.83","150.38","389.01","137.15","472.75","145.70","397.25","2.20","0.57"
"10173",139,5,1,"881.22","80.56","144.68","1.25","27.76","95.77","2.04","0.07","0.0267","0.0581","138.63","427.24","132.52","432.84","160.26","452.53","135.80","466.25","1.80","0.81"
"10174",46,5,1,"881.22","80.56","144.68","1.25","27.76","95.77","2.04","0.07","0.0267","0.0581","138.63","427.24","132.52","432.84","160.26","452.53","135.80","466.25","1.80","0.81"
"10175",139,0,1,"981.74","77.25","129.13","1.25","23.66","79.31","3.13","0.07","0.0467","0.0565","136.54","403.24","137.52","428.10","164.04","416.11","160.52","435.39","1.67","0.77"
"10176",46,0,1,"981.74","77.25","129.13","1.25","23.66","79.31","3.13","0.07","0.0467","0.0565","136.54","403.24","137.52","428.10","164.04","416.11","160.52","435.39","1.67","0.77"
"10177",139,0,1,"868.53","85.31","144.46","1.30","27.28","68.63","2.54","0.01","0.0754","0.0484","146.30","418.35","153.89","413.20","163.28","455.07","153.72","387.53","1.69","0.85"
"10178",46,0,1,"868.53","85.31","144.46","1.30","27.28","68.63","2.54","0.01","0.0754","0.0484","146.30","418.35","153.89","413.20","163.28","455.07","153.72","387.53","1.69","0.85"
"10179",139,0,1,"873.71","58.03","140.57","0.99","25.70","75.54","3.30","0.06","0.0723","0.0392","135.73","446.57","154.63","424.59","114.41","394.52","145.58","417.38","2.42","0.58"
"10180",46,0,1,"873.71","58.03","140.57","0.99","25.70","75.54","3.30","0.06","0.0723","0.0392","135.73","446.57","154.63","424.59","114.41","394.52","145.58","417.38","2.42","0.58"
"10181",139,0,1,"938.78","64.95","140.56","1.17","30.81","74.84","3.47","0.05","0.0337","0.0949","144.99","410.40","144.90","432.72","160.81","379.47","154.05","412.77","2.16","0.65"
"10182",46,0,1,"938.78","64.95","140.56","1.17","30.81","74.84","3.47","0.05","0.0337","0.0949","144.99","410.40","144.90","432.72","160.81","379.47","154.05","412.77","2.16","0.65"
"10183",139,0,1,"888.94","59.61","105.71","1.27","23.13","77.72","3.27","0.05","-0.0177","0.0415","132.14","422.80","155.90","457.35","142.72","430.16","136.05","460.67","1.77","0.60"
"10184",46,0,1,"888.94","59.61","105.71","1.27","23.13","77.72","3.27","0.05","-0.0177","0.0415","132.14","422.80","155.90","457.35","142.72","430.16","136.05","460.67","1.77","0.60"
"10185",139,0,1,"1014.81","70.25","163.11","1.10","25.99","75.73","2.84","0.06","0.0572","0.0428","132.08","414.28","145.64","466.45","135.68","384.84","166.04","396.90","2.32","0.70"
"10186",46,0,1,"1014.81","70.25","163.11","1.10","25.99","75.73","2.84","0.06","0.0572","0.0428","132.08","414.28","145.64","466.45","135.68","384.84","166.04","396.90","2.32","0.70"
"10187",139,0,1,"998.68","87.45","135.41","1.28","24.29","81.30","2.93","0.08","0.0613","0.0669","136.46","441.44","145.12","429.03","150.66","457.99","143.23","411.24","1.55","0.87"
"10188",46,0,1,"998.68","87.45","135.41","1.28","24.29","81.30","2.93","0.08","0.0613","0.0669","136.46","441.44","145.12","429.03","150.66","457.99","143.23","411.24","1.55","0.87"
"10189",139,0,1,"973.59","49.04","120.15","1.12","30.02","88.83","3.41","0.04","0.0778","0.0204","148.42","405.08","147.34","389.30","148.43","449.16","136.37","422.15","2.45","0.49"
"10190",46,0,1,"973.59","49.04","120.15","1.12","30.02","88.83","3.41","0.04","0.0778","0.0204","148.42","405.08","147.34","389.30","148.43","449.16","136.37","422.15","2.45","0.49"
"10191",139,7,1,"927.23","62.68","153.42","1.06","28.38","75.73","2.09","0.05","0.0431","0.4487","147.19","504.01","157.76","462.53","135.99","497.03","148.58","402.25","2.45","0.63"
"10192",46,7,1,"927.23","62.68","153.42","1.06","28.38","75.73","2.09","0.05","0.0431","0.4487","147.19","504.01","157.76","462.53","135.99","497.03","148.58","402.25","2.45","0.63"
"10193",139,0,1,"969.17","67.87","125.54","1.01","29.64","79.09","3.18","0.03","0.0703","0.0409","162.09","432.44","145.43","407.96","134.99","457.74","147.40","458.35","1.85","0.68"
"10194",46,0,1,"969.17","67.87","125.54","1.01","29.64","79.09","3.18","0.03","0.0703","0.0409","162.09","432.44","145.43","407.96","134.99","457.74","147.40","458.35","1.85","0.68"
"10195",139,7,1,"1042.10","68.10","131.86","1.11","26.93","80.46","2.22","0.04","0.0691","0.4538","152.60","510.55","164.45","427.38","160.01","409.17","138.22","437.03","1.94","0.68"
"10196",46,7,1,"1042.10","68.10","131.86","1.11","26.93","80.46","2.22","0.04","0.0691","0.4538","152.60","510.55","164.45","427.38","160.01","409.17","138.22","437.03","1.94","0.68"
"10197",139,0,1,"956.00","58.00","149.53","1.47","33.46","82.94","2.95","0.03","0.0539","0.0864","155.93","418.29","138.23","382.81","158.86","410.57","141.29","384.92","2.58","0.58"
"10198",46,0,1,"956.00","58.00","149.53","1.47","33.46","82.94","2.95","0.03","0.0539","0.0864","155.93","418.29","138.23","382.81","158.86","410.57","141.29","384.92","2.58","0.58"
"10199",139,0,1,"935.22","73.22","158.55","1.31","26.68","82.70","3.72","0.04","0.0453","0.0670","157.34","395.61","138.41","383.36","141.47","374.76","146.11","461.51","2.17","0.73"
"10200",46,0,1,"935.22","73.22","158.55","1.31","26.68","82.70","3.72","0.04","0.0453","0.0670","157.34","395.61","138.41","383.36","141.47","374.76","146.11","461.51","2.17","0.73"
"10201",318,0,1,"949.18","69.34","115.51","1.25","30.06","82.81","4.12","0.08","0.0484","0.0512","160.18","420.90","143.84","393.53","139.32","444.08","147.01","498.91","1.67","0.69"
"10202",211,0,1,"949.18","69.34","115.51","1.25","30.06","82.81","4.12","0.08","0.0484","0.0512","160.18","420.90","143.84","393.53","139.32","444.08","147.01","498.91","1.67","0.69"
"10203",318,3,1,"933.53","83.33","151.52","1.27","25.30","78.46","4.00","0.02","0.0187","0.0263","148.81","417.72","127.79","408.73","144.56","374.59","143.89","505.48","1.82","0.83"
"10204",211,3,1,"933.53","83.33","151.52","1.27","25.30","78.46","4.00","0.02","0.0187","0.0263","148.81","417.72","127.79","408.73","144.56","374.59","143.89","505.48","1.82","0.83"
"10205",318,0,1,"995.19","80.23","133.79","0.97","28.07","73.79","3.95","0.04","0.0394","0.0810","128.82","403.75","150.99","464.47","152.31","431.50","141.36","386.90","1.67","0.80"
"10206",211,0,1,"995.19","80.23","133.79","0.97","28.07","73.79","3.95","0.04","0.0394","0.0810","128.82","403.75","150.99","464.47","152.31","431.50","141.36","386.90","1.67","0.80"
"10207",318,2,1,"998.60","69.73","123.10","1.15","28.42","76.80","3.48","0.06","0.0593","0.0187","128.97","423.04","127.09","386.77","144.24","410.47","136.56","430.26","1.77","0.70"
"10208",211,2,1,"998.60","69.73","123.10","1.15","28.42","76.80","3.48","0.06","0.0593","0.0187","128.97","423.04","127.09","386.77","144.24","410.47","136.56","430.26","1.77","0.70"
"10209",318,3,1,"986.89","81.34","144.64","1.10","31.82","81.23","3.55","0.03","0.0253","0.0540","135.05","440.36","161.54","387.49","147.25","374.87","161.37","457.88","1.78","0.81"
"10210",211,3,1,"986.89","81.34","144.64","1.10","31.82","81.23","3.55","0.03","0.0253","0.0540","135.05","440.36","161.54","387.49","147.25","374.87","161.37","457.88","1.78","0.81"
"10211",318,0,1,"903.37","75.21","126.97","1.27","32.98","78.46","3.14","0.06","0.0367","0.0309","153.03","414.42","171.46","367.59","170.46","410.29","137.48","413.80","1.69","0.75"
"10212",211,0,1,"903.37","75.21","126.97","1.27","32.98","78.46","3.14","0.06","0.0367","0.0309","153.03","414.42","171.46","367.59","170.46","410.29","137.48","413.80","1.69","0.75"
"10213",318,0,1,"865.05","78.84","148.04","1.11","28.99","81.00","3.45","0.06","0.0917","0.0688","132.96","400.87","155.31","449.01","137.14","441.52","155.98","387.12","1.88","0.79"
"10214",211,0,1,"865.05","78.84","148.04","1.11","28.99","81.00","3.45","0.06","0.0917","0.0688","132.96","400.87","155.31","449.01","137.14","441.52","155.98","387.12","1.88","0.79"
"10215",318,4,1,"940.38","61.43","147.47","1.10","24.78","77.30","3.94","0.28","0.2167","0.0852","126.15","387.71","146.99","397.46","147.73","441.31","141.48","411.53","2.40","0.61"
"10216",211,4,1,"940.38","61.43","147.47","1.10","24.78","77.30","3.94","0.28","0.2167","0.0852","126.15","387.71","146.99","397.46","147.73","441.31","141.48","411.53","2.40","0.61"
"10217",318,0,1,"996.92","48.21","126.72","1.22","25.41","79.32","3.09","0.06","0.0472","0.0728","132.23","451.30","156.96","482.96","160.42","389.72","150.21","347.54","2.63","0.48"
"10218",211,0,1,"996.92","48.21","126.72","1.22","25.41","79.32","3.09","0.06","0.0472","0.0728","132.23","451.30","156.96","482.96","160.42","389.72","150.21","347.54","2.63","0.48"
"10219",318,0,1,"984.57","63.29","147.62","1.13","28.43","86.96","3.90","0.11","-0.0062","0.0718","143.16","374.19","150.44","356.97","145.38","411.75","153.94","423.44","2.33","0.63"
"10220",211,0,1,"984.57","63.29","147.62","1.13","28.43","86.96","3.90","0.11","-0.0062","0.0718","143.16","374.19","150.44","356.97","145.38","411.75","153.94","423.44","2.33","0.63"
"10221",318,4,1,"987.19","53.19","131.26","1.24","30.93","73.82","3.36","0.28","0.2763","0.0505","148.65","418.02","133.21","431.65","150.79","463.35","143.80","420.25","2.47","0.53"
"10222",211,4,1,"987.19","53.19","131.26","1.24","30.93","73.82","3.36","0.28","0.2763","0.0505","148.65","418.02","133.21","431.65","150.79","463.35","143.80","420.25","2.47","0.53"
"10223",318,0,1,"976.46","85.63","148.82","1.16","30.27","90.95","3.99","0.06","0.0662","0.0823","154.21","398.48","151.20","461.67","146.62","453.57","155.21","430.90","1.74","0.86"
"10224",211,0,1,"976.46","85.63","148.82","1.16","30.27","90.95","3.99","0.06","0.0662","0.0823","154.21","398.48","151.20","461.67","146.62","453.57","155.21","430.90","1.74","0.86"
"10225",318,0,1,"933.51","54.24","121.04","1.17","21.56","83.72","4.40","0.02","0.0645","0.0878","163.46","415.93","153.14","396.88","141.31","412.42","155.69","403.58","2.23","0.54"
"10226",211,0,1,"933.51","54.24","121.04","1.17","21.56","83.72","4.40","0.02","0.0645","0.0878","163.46","415.93","153.14","396.88","141.31","412.42","155.69","403.58","2.23","0.54"
"10227",318,0,1,"906.84","60.57","131.15","1.15","25.95","80.56","3.63","-0.02","0.0184","0.0710","128.74","467.34","139.17","406.81","155.30","384.81","165.03","419.85","2.17","0.61"
"10228",211,0,1,"906.84","60.57","131.15","1.15","25.95","80.56","3.63","-0.02","0.0184","0.0710","128.74","467.34","139.17","406.81","155.30","384.81","165.03","419.85","2.17","0.61"
"10229",318,2,1,"971.69","80.07","135.29","1.21","28.22","79.76","3.94","0.05","0.0456","0.0340","135.69","397.38","142.14","429.68","148.91","428.82","126.88","434.89","1.69","0.80"
"10230",211,2,1,"971.69","80.07","135.29","1.21","28.22","79.76","3.94","0.05","0.0456","0.0340","135.69","397.38","142.14","429.68","148.91","428.82","126.88","434.89","1.69","0.80"
"10231",318,0,1,"919.75","54.76","125.70","1.34","28.57","84.09","3.80","0.06","0.0782","0.0833","138.21","431.74","144.84","412.50","125.41","430.42","148.58","451.56","2.30","0.55"
"10232",211,0,1,"919.75","54.76","125.70","1.34","28.57","84.09","3.80","0.06","0.0782","0.0833","138.21","431.74","144.84","412.50","125.41","430.42","148.58","451.56","2.30","0.55"
"10233",318,0,1,"1005.35","68.59","137.31","1.28","28.05","87.54","3.62","0.05","0.0553","0.0718","142.00","409.59","153.86","463.91","142.10","384.32","143.29","395.92","2.00","0.69"
"10234",211,0,1,"1005.35","68.59","137.31","1.28","28.05","87.54","3.62","0.05","0.0553","0.0718","142.00","409.59","153.86","463.91","142.10","384.32","143.29","395.92","2.00","0.69"
"10235",318,0,1,"948.65","74.26","154.15","1.16","30.01","83.80","3.80","0.04","0.0889","0.0365","148.77","430.77","151.26","447.46","141.21","430.46","145.51","489.35","2.08","0.74"
"10236",211,0,1,"948.65","74.26","154.15","1.16","30.01","83.80","3.80","0.04","0.0889","0.0365","148.77","430.77","151.26","447.46","141.21","430.46","145.51","489.35","2.08","0.74"
"10237",318,2,1,"943.11","52.84","152.37","1.25","29.06","79.99","3.88","0.04","0.0554","0.0714","142.15","408.77","111.92","447.20","144.17","455.29","144.02","401.14","2.88","0.53"
"10238",211,2,1,"943.11","52.84","152.37","1.25","29.06","79.99","3.88","0.04","0.0554","0.0714","142.15","408.77","111.92","447.20","144.17","455.29","144.02","401.14","2.88","0.53"
"10239",318,7,1,"975.75","67.94","133.47","1.19","29.93","78.82","2.29","0.10","0.0735","0.3499","147.03","454.52","148.17","509.21","129.88","486.53","143.89","431.94","1.96","0.68"
"10240",211,7,1,"975.75","67.94","133.47","1.19","29.93","78.82","2.29","0.10","0.0735","0.3499","147.03","454.52","148.17","509.21","129.88","486.53","143.89","431.94","1.96","0.68"
"10241",318,0,1,"1000.35","78.01","143.92","1.38","26.41","75.13","3.23","0.01","0.0730","0.0795","166.06","388.84","140.46","439.35","158.70","425.12","145.14","401.30","1.84","0.78"
"10242",211,0,1,"1000.35","78.01","143.92","1.38","26.41","75.13","3.23","0.01","0.0730","0.0795","166.06","388.84","140.46","439.35","158.70","425.12","145.14","401.30","1.84","0.78"
"10243",318,0,1,"960.67","65.38","112.61","1.09","23.67","78.33","3.29","0.01","0.0370","0.0669","154.30","398.80","147.98","387.10","155.16","389.15","148.10","366.37","1.72","0.65"
"10244",211,0,1,"960.67","65.38","112.61","1.09","23.67","78.33","3.29","0.01","0.0370","0.0669","154.30","398.80","147.98","387.10","155.16","389.15","148.10","366.37","1.72","0.65"
"10245",318,0,1,"960.12","66.14","126.30","1.29","25.71","69.19","3.24","0.07","0.0579","0.0451","142.36","402.15","160.08","397.40","119.78","419.38","142.60","460.86","1.91","0.66"
"10246",211,0,1,"960.12","66.14","126.30","1.29","25.71","69.19","3.24","0.07","0.0579","0.0451","142.36","402.15","160.08","397.40","119.78","419.38","142.60","460.86","1.91","0.66"
"10247",318,7,1,"888.91","78.26","145.99","1.27","27.03","78.97","1.56","0.00","0.0473","0.4719","142.59","406.27","154.19","441.23","160.36","510.04","146.99","441.34","1.87","0.78"
"10248",211,7,1,"888.91","78.26","145.99","1.27","27.03","78.97","1.56","0.00","0.0473","0.4719","142.59","406.27","154.19","441.23","160.36","510.04","146.99","441.34","1.87","0.78"
"10249",318,0,1,"921.56","77.24","160.01","1.30","28.21","87.20","3.61","0.08","0.0187","0.0381","143.96","472.19","126.23","432.67","155.12","402.93","137.31","398.78","2.07","0.77"
"10250",211,0,1,"921.56","77.24","160.01","1.30","28.21","87.20","3.61","0.08","0.0187","0.0381","143.96","472.19","126.23","432.67","155.12","402.93","137.31","398.78","2.07","0.77"
"10251",318,0,1,"929.57","61.23","108.93","1.18","27.46","81.91","3.94","0.06","0.0768","0.0795","141.81","441.61","136.45","414.54","153.13","375.46","153.08","408.60","1.78","0.61"
"10252",211,0,1,"929.57","61.23","108.93","1.18","27.46","81.91","3.94","0.06","0.0768","0.0795","141.81","441.61","136.45","414.54","153.13","375.46","153.08","408.60","1.78","0.61"
"10253",318,0,1,"941.32","79.14","146.00","1.37","31.36","86.72","4.12","0.07","0.0227","0.0654","151.25","370.48","143.98","464.66","140.69","431.65","152.19","412.27","1.84","0.79"
"10254",211,0,1,"941.32","79.14","146.00","1.37","31.36","86.72","4.12","0.07","0.0227","0.0654","151.25","370.48","143.98","464.66","140.69","431.65","152.19","412.27","1.84","0.79"
"10255",318,7,1,"958.24","66.45","117.89","1.20","26.82","75.34","2.64","0.04","0.0851","0.4955","156.07","409.43","144.20","410.18","148.38","550.83","142.63","428.81","1.77","0.66"
"10256",211,7,1,"958.24","66.45","117.89","1.20","26.82","75.34","2.64","0.04","0.0851","0.4955","156.07","409.43","144.20","410.18","148.38","550.83","142.63","428.81","1.77","0.66"
"10257",318,7,1,"955.55","85.65","134.75","1.25","29.62","91.01","0.91","0.03","0.0599","0.4238","141.91","537.75","144.56","446.72","143.20","443.64","151.12","358.17","1.57","0.86"
"10258",211,7,1,"955.55","85.65","134.75","1.25","29.62","91.01","0.91","0.03","0.0599","0.4238","141.91","537.75","144.56","446.72","143.20","443.64","151.12","358.17","1.57","0.86"
"10259",318,0,1,"918.45","84.29","118.47","1.17","30.41","87.02","3.46","0.02","0.0549","0.0646","159.25","417.27","136.75","469.07","157.10","388.49","135.01","480.30","1.41","0.84"
"10260",211,0,1,"918.45","84.29","118.47","1.17","30.41","87.02","3.46","0.02","0.0549","0.0646","159.25","417.27","136.75","469.07","157.10","388.49","135.01","480.30","1.41","0.84"
"10261",318,0,1,"958.82","70.67","122.89","1.28","28.54","89.10","2.91","0.06","0.0364","0.0434","152.93","360.98","139.29","407.78","128.21","435.55","134.58","416.94","1.74","0.71"
"10262",211,0,1,"958.82","70.67","122.89","1.28","28.54","89.10","2.91","0.06","0.0364","0.0434","152.93","360.98","139.29","407.78","128.21","435.55","134.58","416.94","1.74","0.71"
"10263",318,0,1,"951.64","86.36","129.82","1.11","26.40","80.95","3.75","0.06","0.0514","0.0845","147.27","354.18","154.57","451.96","150.36","416.46","145.98","442.25","1.50","0.86"
"10264",211,0,1,"951.64","86.36","129.82","1.11","26.40","80.95","3.75","0.06","0.0514","0.0845","147.27","354.18","154.57","451.96","150.36","416.46","145.98","442.25","1.50","0.86"
"10265",318,7,1,"916.00","77.02","127.24","1.08","34.43","75.41","1.06","0.02","0.0566","0.4689","154.85","409.40","140.55","430.31","144.51","438.28","154.34","523.06","1.65","0.77"
"10266",211,7,1,"916.00","77.02","127.24","1.08","34.43","75.41","1.06","0.02","0.0566","0.4689","154.85","409.40","140.55","430.31","144.51","438.28","154.34","523.06","1.65","0.77"
"10267",318,0,1,"945.36","67.30","136.52","1.35","30.65","76.74","3.14","0.07","0.0632","0.0627","149.72","488.95","143.16","380.62","152.24","430.90","154.44","367.50","2.03","0.67"
"10268",211,0,1,"945.36","67.30","136.52","1.35","30.65","76.74","3.14","0.07","0.0632","0.0627","149.72","488.95","143.16","380.62","152.24","430.90","154.44","367.50","2.03","0.67"
"10269",318,0,1,"949.35","56.93","135.27","1.23","30.10","75.46","4.02","0.03","0.0176","0.0749","140.05","414.27","137.63","427.73","122.36","389.81","146.55","405.85","2.38","0.57"
"10270",211,0,1,"949.35","56.93","135.27","1.23","30.10","75.46","4.02","0.03","0.0176","0.0749","140.05","414.27","137.63","427.73","122.36","389.81","146.55","405.85","2.38","0.57"
"10271",318,0,1,"990.39","85.59","127.86","1.15","26.32","80.38","3.24","0.02","0.0614","0.0583","140.94","464.06","144.62","383.31","152.54","419.39","135.54","436.55","1.49","0.86"
"10272",211,0,1,"990.39","85.59","127.86","1.15","26.32","80.38","3.24","0.02","0.0614","0.0583","140.94","464.06","144.62","383.31","152.54","419.39","135.54","436.55","1.49","0.86"
"10273",318,2,1,"1070.53","93.56","125.54","1.07","26.67","80.80","3.30","0.05","0.0239","0.0495","120.00","378.44","157.65","451.50","136.67","452.24","168.93","437.32","1.34","0.94"
"10274",211,2,1,"1070.53","93.56","125.54","1.07","26.67","80.80","3.30","0.05","0.0239","0.0495","120.00","378.44","157.65","451.50","136.67","452.24","168.93","437.32","1.34","0.94"
"10275",318,7,1,"1102.73","75.46","136.30","1.23","26.54","87.46","2.01","0.07","0.0377","0.4439","147.23","519.99","146.63","405.71","128.29","436.46","145.19","421.19","1.81","0.75"
"10276",211,7,1,"1102.73","75.46","136.30","1.23","26.54","87.46","2.01","0.07","0.0377","0.4439","147.23","519.99","146.63","405.71","128.29","436.46","145.19","421.19","1.81","0.75"
"10277",318,2,1,"983.89","71.65","119.78","1.24","26.49","86.73","3.56","0.07","0.0473","0.0651","126.49","425.90","143.73","399.37","127.91","403.77","139.00","408.06","1.67","0.72"
"10278",211,2,1,"983.89","71.65","119.78","1.24","26.49","86.73","3.56","0.07","0.0473","0.0651","126.49","425.90","143.73","399.37","127.91","403.77","139.00","408.06","1.67","0.72"
"10279",318,1,1,"896.13","49.70","111.24","1.09","24.14","80.28","3.04","0.06","0.0184","0.0603","137.74","436.26","129.03","383.41","138.27","503.14","141.42","427.02","2.24","0.50"
"10280",211,1,1,"896.13","49.70","111.24","1.09","24.14","80.28","3.04","0.06","0.0184","0.0603","137.74","436.26","129.03","383.41","138.27","503.14","141.42","427.02","2.24","0.50"
"10281",318,0,1,"903.14","85.51","150.97","1.23","24.63","83.29","3.97","0.07","0.0192","0.0580","126.32","443.66","129.10","408.60","144.59","391.59","139.59","407.10","1.77","0.86"
"10282",211,0,1,"903.14","85.51","150.97","1.23","24.63","83.29","3.97","0.07","0.0192","0.0580","126.32","443.66","129.10","408.60","144.59","391.59","139.59","407.10","1.77","0.86"
"10283",318,0,1,"977.59","86.00","145.22","1.18","27.70","69.31","3.26","0.09","0.0439","0.0502","134.66","416.61","157.15","418.42","150.85","415.90","137.31","413.55","1.69","0.86"
"10284",211,0,1,"977.59","86.00","145.22","1.18","27.70","69.31","3.26","0.09","0.0439","0.0502","134.66","416.61","157.15","418.42","150.85","415.90","137.31","413.55","1.69","0.86"
"10285",318,0,1,"905.01","70.30","134.81","1.26","25.82","87.55","4.09","0.04","0.0678","0.0505","137.27","487.27","144.43","421.49","139.90","372.58","135.96","385.72","1.92","0.70"
"10286",211,0,1,"905.01","70.30","134.81","1.26","25.82","87.55","4.09","0.04","0.0678","0.0505","137.27","487.27","144.43","421.49","139.90","372.58","135.96","385.72","1.92","0.70"
"10287",318,0,1,"894.05","71.54","109.28","1.22","22.66","78.26","3.29","0.04","0.0591","0.0600","139.94","446.78","144.36","452.08","139.36","388.69","149.86","391.74","1.53","0.72"
"10288",211,0,1,"894.05","71.54","109.28","1.22","22.66","78.26","3.29","0.04","0.0591","0.0600","139.94","446.78","144.36","452.08","139.36","388.69","149.86","391.74","1.53","0.72"
"10289",318,0,1,"892.59","77.21","117.60","1.20","25.88","83.58","2.79","0.04","0.0809","0.0542","137.20","473.36","136.45","437.40","148.22","415.22","149.69","414.29","1.52","0.77"
